gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
,Black,Tier 1,PhD,1.8,60.74,83.98,,1
Male,White,Tier 3,Bachelors,,,83.94,84.11,1
Female,White,Tier 1,PhD,6.8,10.82,74.43,86.53,0
Male,White,Tier 3,Bachelors,1.6,53.35,42.5,19.92,0
Male,White,Tier 1,Bachelors,1.9,11.95,71.59,81.32,0
Male,White,Tier 2,Bachelors,2.5,18.24,53.86,33.2,0
,,Tier 3,Bachelors,1.2,27.4,,93.64,0
Male,Other,Tier 2,Bachelors,0.3,22.79,62.35,54.88,0
Male,White,Tier 1,Bachelors,4.4,53.31,76.85,18.11,1
Male,Black,Tier 2,Bachelors,9.8,20.81,76.66,3.72,0
Female,Hispanic,Tier 2,Bachelors,1.9,30.83,82.63,21.53,0
Female,Hispanic,Tier 2,Masters,0.7,4.05,87.93,57.18,0
Female,White,Tier 3,Masters,0.2,13.56,30.62,53.28,0
Female,,Tier 3,,24.8,27.26,68.71,89.33,0
Male,Asian,Tier 3,Bachelors,11.1,26.67,89.5,34.82,0
Male,White,Tier 3,Bachelors,3.2,41.95,66.79,85.7,1
Male,Asian,Tier 2,,7.5,32.22,64.88,97.24,1
Male,White,Tier 3,Bachelors,1.3,15.51,79.25,8.69,0
Other,Black,Tier 2,Masters,8.1,40.13,89.28,54.67,1
Male,Black,Tier 1,Bachelors,,21.34,26.78,37.44,0
Male,White,Tier 2,PhD,3.3,27.47,62.91,82.22,0
Female,Black,Tier 1,Bachelors,0.9,12.96,45.11,,0
Female,White,Tier 3,Bachelors,1.5,24.17,40.67,19.02,0
Male,White,Tier 2,Bachelors,,35.27,75.16,16.7,0
Male,Hispanic,Tier 3,,0.2,36.66,67.69,84.59,1
Male,White,,Bachelors,0.9,23.91,45.5,71.44,0
Male,Other,Tier 2,Bachelors,3.9,29.01,60.79,0.67,0
,White,Tier 2,Masters,,46.72,69.35,,0
Female,White,Tier 2,Bachelors,5.8,21.39,26.81,7.37,0
Male,Black,Tier 3,,,8.34,76.98,,0
Male,,Tier 2,PhD,6.8,24.45,87.65,4.08,0
Female,,Tier 2,Bachelors,0.8,27.26,,98.48,1
Male,Hispanic,,Bachelors,2.9,34.01,79.39,73.32,1
Male,White,Tier 2,Bachelors,3.9,35.83,73.99,90.45,1
Female,White,Tier 2,Bachelors,18.9,32.07,41.69,,0
,,Tier 3,Bachelors,1.6,20.77,91.11,43.55,0
Female,Black,Tier 1,Masters,7.5,8.84,,31.92,0
Female,White,Tier 2,Masters,3.4,24.77,77.5,88.05,1
Female,White,Tier 1,Bachelors,8.0,7.31,52.31,36.37,0
Male,Black,Tier 2,Masters,2.2,50.64,91.67,6.02,0
Female,Asian,Tier 2,Bachelors,11.9,11.64,88.31,10.61,0
,White,Tier 2,PhD,0.4,27.76,93.2,3.59,0
Male,White,Tier 2,Bachelors,1.3,26.99,68.76,18.84,0
Male,White,Tier 2,Bachelors,0.8,33.84,72.17,32.36,0
Male,Black,Tier 2,Bachelors,0.2,17.35,88.76,45.02,0
Male,White,Tier 3,Bachelors,2.6,11.4,80.21,64.37,0
Male,Hispanic,Tier 3,Bachelors,7.3,30.39,72.67,48.94,0
Male,Black,Tier 2,,1.0,19.73,78.05,94.26,1
Female,Other,Tier 2,,3.2,15.37,57.42,42.64,0
Male,Hispanic,Tier 2,Bachelors,10.0,44.33,53.04,23.82,0
Female,Black,Tier 1,Bachelors,2.4,21.58,59.55,,0
Male,White,Tier 3,Bachelors,2.0,13.69,68.32,92.98,0
Female,White,Tier 2,Bachelors,0.0,17.86,84.74,,0
Male,Asian,Tier 3,Bachelors,4.3,3.33,90.9,98.45,1
Male,White,Tier 2,,2.6,,91.76,17.03,0
Male,Asian,,Bachelors,2.6,21.01,83.76,42.57,0
Other,Asian,Tier 3,Bachelors,14.4,44.48,56.97,6.27,0
Male,Asian,Tier 2,Bachelors,1.4,32.95,58.3,27.99,0
Male,White,Tier 1,Masters,3.5,6.34,81.39,69.48,0
Female,White,Tier 1,Masters,7.3,48.76,81.43,37.13,1
Male,White,Tier 3,Bachelors,4.5,51.74,51.73,77.45,0
Male,Other,Tier 2,,4.0,37.75,70.6,94.67,1
Male,Black,Tier 1,Bachelors,4.9,19.66,64.0,21.01,0
Female,,Tier 3,Masters,1.1,25.46,38.37,26.62,0
Male,Asian,Tier 2,Masters,5.9,45.64,53.97,2.94,0
Female,White,Tier 1,,8.6,29.81,56.35,73.56,0
Female,Other,,,1.2,21.81,51.99,56.14,0
Male,White,Tier 2,Masters,3.4,19.62,81.1,27.01,0
Male,White,Tier 1,,,56.78,97.72,16.27,1
Other,White,Tier 3,Masters,2.4,17.55,,,0
Male,Other,Tier 2,PhD,0.8,24.29,88.74,65.78,1
Male,,Tier 2,Masters,5.7,13.25,71.51,25.83,0
,Black,Tier 2,Masters,1.1,27.3,88.73,77.26,1
Female,Black,Tier 1,Bachelors,4.0,58.25,65.76,74.58,1
Male,White,Tier 2,PhD,1.4,56.81,65.94,76.57,1
Female,Black,Tier 2,PhD,0.7,42.99,63.59,7.77,0
Male,White,,PhD,1.6,36.82,50.61,51.42,0
Female,White,Tier 1,Masters,2.7,46.37,77.27,67.12,1
Female,Hispanic,,Masters,0.9,23.73,68.98,,0
Female,Asian,,Bachelors,20.8,15.09,54.29,3.11,0
Male,Hispanic,Tier 1,Bachelors,24.0,15.9,71.61,73.81,1
Male,Asian,Tier 1,Masters,2.7,,62.36,84.04,1
Female,Black,Tier 2,Bachelors,2.8,41.75,69.63,90.52,1
Male,Black,Tier 2,Masters,4.9,25.0,75.91,56.03,0
Male,White,Tier 2,Bachelors,8.7,36.2,92.29,66.2,1
Male,White,Tier 3,PhD,10.1,12.99,68.07,36.72,0
Female,Asian,Tier 2,PhD,7.2,4.53,74.49,79.23,0
Female,White,Tier 3,Masters,10.6,21.74,67.41,37.33,0
Other,White,Tier 2,Bachelors,3.0,14.14,75.24,79.95,0
Male,,Tier 1,Masters,,26.62,57.49,,0
Male,White,Tier 2,Bachelors,5.0,58.96,74.82,37.25,1
Male,Asian,Tier 1,Masters,1.0,39.07,,76.94,1
Male,Black,Tier 1,Bachelors,0.6,34.71,95.63,73.87,1
,White,Tier 1,PhD,18.5,42.53,37.93,11.49,0
Female,Black,Tier 2,Bachelors,11.9,11.15,55.94,91.14,0
,Other,Tier 3,Bachelors,1.0,11.14,64.19,67.92,0
Male,White,Tier 1,Bachelors,3.4,39.45,83.94,28.33,1
Male,White,Tier 3,Bachelors,4.4,25.8,77.27,71.28,0
Female,Hispanic,,Masters,0.5,10.73,81.58,26.62,0
Female,White,Tier 2,Bachelors,10.1,17.29,80.31,55.02,0
Male,White,Tier 1,Masters,0.8,45.64,91.69,8.68,1
Female,Black,Tier 2,Bachelors,4.5,42.2,76.59,,0
Male,Black,Tier 2,Masters,3.5,35.1,89.48,93.01,1
Male,Black,Tier 1,Masters,0.1,14.46,84.64,89.81,1
Male,Black,Tier 1,Bachelors,0.7,20.09,86.95,26.54,0
Female,White,,Bachelors,7.0,27.81,73.74,9.68,0
Male,Black,Tier 2,PhD,0.8,19.47,85.59,51.33,0
Female,,Tier 2,Masters,8.3,45.7,92.54,16.2,0
Male,White,Tier 1,Bachelors,0.9,26.64,78.21,73.6,1
Female,Black,Tier 2,Bachelors,7.7,28.1,60.46,29.54,0
Female,Hispanic,Tier 3,Masters,5.6,7.21,40.55,1.16,0
Male,White,Tier 2,Bachelors,1.0,23.43,89.32,95.89,1
Male,White,Tier 3,Bachelors,4.5,32.66,63.96,57.34,0
Male,White,Tier 1,Masters,0.8,13.83,80.45,10.59,0
Female,Asian,Tier 2,Bachelors,2.8,31.88,57.18,22.92,0
Male,White,Tier 2,Masters,0.5,21.33,63.42,,0
Female,Black,Tier 2,Bachelors,9.1,35.42,,8.1,0
Female,White,Tier 1,Bachelors,5.2,18.11,92.19,4.18,0
Female,Hispanic,Tier 3,,13.7,18.99,69.61,1.81,0
Female,,Tier 2,Masters,,,70.85,10.59,0
Male,White,Tier 2,Bachelors,,38.18,94.42,2.22,0
Female,Hispanic,Tier 2,Bachelors,3.6,18.97,68.5,7.75,0
Male,Asian,Tier 3,PhD,2.5,2.54,,31.11,0
Male,Hispanic,Tier 2,Bachelors,0.0,9.7,,71.0,0
Female,,Tier 1,Masters,6.9,42.24,83.67,54.78,1
Male,White,Tier 3,Masters,6.9,22.97,80.09,10.81,0
Male,White,Tier 1,Bachelors,7.5,59.61,53.53,82.23,1
Male,,Tier 2,PhD,4.3,27.61,75.81,60.14,0
Male,White,Tier 2,Bachelors,8.5,30.71,,8.78,0
Male,Black,Tier 3,Masters,8.8,38.97,92.24,37.2,1
Female,White,Tier 1,Bachelors,14.6,46.54,81.3,11.55,0
Female,White,Tier 3,Masters,0.7,25.81,33.88,85.71,0
Male,Black,Tier 1,Bachelors,4.0,18.73,,27.0,0
Male,White,Tier 1,Masters,1.2,9.9,95.14,18.98,0
Male,White,Tier 2,Masters,2.6,31.12,86.64,36.03,0
Male,,Tier 2,,11.7,30.8,93.35,28.18,0
Female,,,Bachelors,6.3,20.64,84.15,27.04,0
Male,,Tier 1,Bachelors,1.1,8.66,47.97,28.77,0
,White,,Masters,,16.31,79.03,47.2,0
Male,White,Tier 3,Masters,6.6,22.99,74.1,54.3,0
Male,Hispanic,Tier 2,Masters,4.7,2.08,72.95,36.99,0
Male,Black,Tier 3,,0.4,45.96,57.65,70.25,0
Male,Asian,,Bachelors,6.8,15.21,51.28,55.25,0
Male,White,Tier 3,Bachelors,2.0,17.7,86.58,23.94,0
Female,White,Tier 3,Bachelors,1.0,16.59,79.52,55.05,0
,Hispanic,Tier 2,PhD,6.1,14.94,79.37,,0
Other,Hispanic,Tier 1,Masters,4.2,19.03,91.65,47.51,0
Male,Asian,Tier 2,Masters,6.4,4.39,93.3,97.88,1
Male,White,Tier 2,Masters,0.8,24.62,76.42,74.81,1
Other,White,Tier 2,Bachelors,3.3,24.56,58.34,1.57,0
Male,Asian,Tier 1,Bachelors,0.1,56.05,83.59,22.59,1
Female,White,Tier 2,Bachelors,3.4,31.44,47.72,6.88,0
Male,Other,Tier 1,Bachelors,2.7,18.12,66.4,,0
Male,Black,Tier 2,Masters,4.2,30.13,61.03,50.39,0
Female,Black,,Masters,1.9,21.1,53.26,95.71,0
,Asian,Tier 2,Bachelors,8.4,20.91,83.46,38.27,0
,White,Tier 2,Masters,0.2,31.0,46.73,85.03,0
Male,White,Tier 3,Masters,,,67.43,86.85,0
Male,White,,Bachelors,11.1,36.53,83.0,45.16,0
Female,Other,Tier 2,Masters,4.5,39.67,96.77,35.66,1
Female,White,Tier 3,Bachelors,0.5,34.14,75.65,39.56,0
Other,Asian,Tier 2,Bachelors,2.6,22.31,22.53,12.91,0
Male,White,Tier 1,Bachelors,0.6,39.99,87.17,,1
Male,,Tier 2,Bachelors,2.0,36.2,32.82,60.56,0
Female,Black,Tier 2,Masters,0.6,15.6,92.39,87.24,1
Male,Black,Tier 2,PhD,2.6,37.18,30.93,72.69,0
Male,White,Tier 2,Bachelors,1.9,14.63,,91.38,1
Male,White,,Bachelors,3.5,19.97,93.06,87.42,1
Female,White,,Bachelors,,24.58,94.14,52.57,0
Male,White,Tier 3,Bachelors,4.4,27.26,55.94,,0
,White,Tier 2,Bachelors,,52.0,84.02,14.85,0
Male,White,Tier 2,Bachelors,3.7,32.13,89.21,60.3,1
Male,Other,Tier 1,PhD,5.4,45.44,61.02,84.35,1
Male,Black,Tier 1,Bachelors,1.3,29.54,71.76,93.33,1
,Hispanic,Tier 3,Bachelors,2.5,2.63,48.92,32.66,0
Female,White,Tier 1,Bachelors,0.2,8.85,91.06,74.83,1
Female,White,Tier 1,Bachelors,7.1,,,13.09,0
Male,White,Tier 3,Bachelors,3.9,44.51,91.9,7.02,0
Male,White,Tier 2,Masters,4.8,40.43,80.03,,1
Male,Black,Tier 2,,6.0,22.22,61.22,70.72,0
,White,Tier 2,,0.1,26.38,55.74,10.48,0
Male,Asian,Tier 3,Masters,0.2,24.04,65.35,53.32,0
,White,Tier 2,Masters,9.9,14.92,84.08,,0
Male,Black,Tier 1,Bachelors,0.1,41.1,,72.55,1
Male,Asian,Tier 1,Bachelors,1.1,27.17,86.81,16.41,0
Male,White,Tier 1,PhD,10.2,37.35,66.04,28.72,0
Male,Asian,,Bachelors,0.9,17.72,89.04,22.6,0
Female,White,,Masters,0.2,12.55,,72.79,0
Male,Asian,Tier 1,Bachelors,1.2,43.94,62.16,81.06,1
Male,White,Tier 1,Bachelors,,31.42,49.5,40.1,0
Male,Black,Tier 2,Masters,9.8,41.98,93.17,26.45,1
Female,,Tier 3,Bachelors,3.3,23.52,94.47,40.54,0
Male,White,Tier 2,Bachelors,1.7,25.73,52.79,38.74,0
Male,White,Tier 1,Bachelors,4.6,36.04,,41.84,0
Male,Black,Tier 2,Bachelors,6.0,48.96,84.75,91.17,1
Male,Black,Tier 3,PhD,1.5,44.95,79.95,65.17,1
Female,White,Tier 2,PhD,6.6,41.47,67.6,47.3,0
Female,White,Tier 2,Bachelors,1.7,,85.68,95.13,1
Male,White,Tier 2,Bachelors,5.2,26.96,,13.13,0
,Asian,Tier 1,,2.7,26.32,98.79,28.81,0
Male,Hispanic,Tier 3,Bachelors,7.1,32.06,49.36,36.07,0
Female,White,Tier 2,Bachelors,14.6,26.35,82.51,42.96,0
Male,White,,,2.0,26.15,60.17,28.18,0
Female,White,Tier 2,Bachelors,2.8,6.17,55.04,99.59,0
Male,White,Tier 1,Masters,3.3,46.4,65.41,56.68,1
Female,White,Tier 1,Bachelors,6.9,,54.09,81.12,0
Male,Asian,Tier 2,Masters,18.8,16.64,80.58,5.85,0
Male,White,Tier 1,Bachelors,,53.3,90.29,96.88,1
Female,White,Tier 2,Bachelors,13.4,73.83,66.36,5.1,0
Female,Hispanic,Tier 3,,0.8,69.15,89.47,62.62,1
Male,Black,Tier 2,Bachelors,4.7,41.86,94.07,56.0,1
,White,Tier 2,Bachelors,3.5,46.07,72.18,3.63,0
Male,Asian,,Masters,0.4,44.95,74.98,67.38,1
Male,Hispanic,Tier 1,Bachelors,1.7,48.91,76.1,61.79,1
Male,White,Tier 2,Bachelors,2.4,15.23,82.26,56.26,0
Male,White,Tier 2,Bachelors,1.7,30.55,78.06,91.78,1
Male,,Tier 1,Bachelors,2.4,20.11,86.89,93.16,1
Male,Asian,Tier 3,Masters,1.5,24.58,59.23,39.39,0
Female,Hispanic,Tier 1,PhD,6.0,3.0,51.06,18.39,0
Male,White,Tier 3,Masters,3.4,45.38,62.32,52.91,0
Female,White,Tier 2,Bachelors,1.5,,63.57,,0
Female,White,Tier 2,Masters,,2.87,,40.55,0
Male,White,Tier 1,Bachelors,13.4,55.98,56.21,46.9,1
Male,White,Tier 2,Masters,2.0,24.14,53.33,14.17,0
Female,Black,,Masters,2.7,43.7,76.9,94.92,1
Female,White,Tier 2,Bachelors,1.8,57.8,62.44,0.29,0
Male,Asian,,Masters,0.4,15.57,55.46,36.25,0
Male,Black,Tier 2,Bachelors,1.8,71.5,61.11,96.06,1
Male,Other,Tier 3,Bachelors,2.6,6.29,74.75,,0
Male,Asian,Tier 3,Masters,13.6,43.18,54.56,79.55,0
Female,White,Tier 2,Bachelors,9.4,15.05,,18.02,0
Female,White,Tier 3,,3.4,33.86,29.5,31.75,0
Female,White,Tier 2,PhD,3.1,41.32,74.27,30.02,0
Male,White,Tier 1,Bachelors,2.5,24.7,86.76,41.82,0
Male,White,Tier 2,Bachelors,0.5,25.23,83.28,99.85,1
Male,White,Tier 2,Bachelors,4.1,33.99,88.08,3.55,0
Male,White,Tier 1,Bachelors,0.4,36.83,44.7,65.0,0
,White,Tier 1,Bachelors,4.4,21.52,81.74,22.48,0
Female,Black,Tier 2,Bachelors,3.1,37.08,83.15,81.3,1
Male,Black,Tier 1,Bachelors,2.4,7.01,52.84,36.89,0
Female,Black,Tier 1,Bachelors,10.1,20.82,76.11,22.24,0
Male,White,Tier 1,Bachelors,1.0,48.88,73.22,43.79,1
Female,Black,Tier 3,PhD,8.1,24.92,76.96,87.63,0
Male,White,Tier 2,Bachelors,22.9,18.14,79.68,30.52,0
Male,White,Tier 1,Bachelors,6.0,53.32,69.13,38.69,1
Female,White,Tier 2,Masters,4.2,26.39,44.92,6.88,0
Male,Black,Tier 1,Masters,9.1,31.34,33.38,18.37,0
Female,Asian,Tier 1,Bachelors,,31.73,88.86,20.95,0
Female,Other,Tier 1,Bachelors,4.7,20.12,,21.91,0
Male,White,Tier 2,,,21.37,89.38,93.94,1
Female,Asian,Tier 2,PhD,1.9,35.39,62.67,4.38,0
Female,Black,Tier 1,Bachelors,5.7,39.63,91.04,,1
Female,White,Tier 1,Bachelors,11.0,,88.8,88.01,1
Male,White,Tier 2,Bachelors,2.4,20.02,67.26,96.89,1
Male,White,Tier 1,Bachelors,7.3,,56.08,55.0,0
Female,White,Tier 1,Bachelors,0.8,45.35,69.87,60.22,1
Male,Asian,Tier 1,Bachelors,11.1,,93.77,79.26,1
Male,Black,Tier 2,Masters,11.0,32.81,51.47,96.24,1
Male,Black,Tier 1,Bachelors,11.4,4.08,61.86,86.03,0
Male,Asian,Tier 3,Bachelors,8.6,35.9,60.76,68.06,0
Male,White,Tier 2,Masters,1.6,21.97,33.56,24.82,0
Female,White,Tier 3,Bachelors,5.2,48.25,,86.22,1
Male,Black,,Bachelors,,15.84,81.68,10.75,0
,,Tier 2,PhD,12.9,28.22,41.59,11.95,0
,Asian,Tier 3,Bachelors,3.4,44.85,88.74,,1
Female,Black,Tier 1,Bachelors,8.9,13.62,85.17,68.95,1
Male,White,Tier 2,Masters,25.1,56.26,78.75,16.26,1
Female,White,Tier 2,Masters,8.4,41.91,68.42,86.4,1
Male,Asian,Tier 1,Bachelors,3.7,21.33,73.67,70.58,1
Male,Black,Tier 1,Masters,5.5,,,67.73,1
Female,White,Tier 2,PhD,4.8,47.28,61.72,19.99,0
Male,Black,,Bachelors,5.2,34.37,83.64,8.76,0
Male,White,,Bachelors,1.6,40.02,84.36,,1
Female,Asian,Tier 1,Bachelors,6.9,8.15,,70.12,0
Male,White,Tier 1,PhD,0.7,20.7,76.07,81.18,1
Male,Black,Tier 2,Bachelors,11.3,10.92,47.41,72.26,0
Female,Hispanic,Tier 1,Masters,3.7,44.51,68.18,93.78,1
Male,Black,,Masters,10.7,48.08,95.94,13.8,0
Male,Hispanic,Tier 2,,4.0,37.82,84.71,53.98,1
Male,Black,Tier 1,Masters,10.3,16.58,94.08,18.85,0
Male,Asian,Tier 1,Bachelors,5.5,4.03,41.77,33.02,0
Male,Other,Tier 1,PhD,,41.32,,55.93,1
Male,White,Tier 2,Masters,6.6,31.87,61.06,79.16,1
Male,White,Tier 1,PhD,1.9,23.34,78.24,,0
Female,Asian,Tier 2,Masters,0.5,55.2,74.6,13.91,0
Other,Black,Tier 2,Bachelors,7.8,45.47,96.69,1.15,0
Male,,Tier 3,Bachelors,0.4,,97.06,30.02,0
Female,White,Tier 2,Bachelors,3.0,27.74,67.79,,0
Male,Black,Tier 2,Masters,0.9,23.42,81.69,30.38,0
,White,Tier 3,Masters,1.3,25.41,76.49,60.79,0
,Black,Tier 2,Bachelors,0.5,21.39,88.56,34.67,0
Male,White,Tier 3,Bachelors,19.0,9.59,64.36,64.52,0
Male,White,Tier 1,Bachelors,2.4,48.95,63.61,40.39,0
Male,Black,Tier 2,Bachelors,2.3,35.61,67.33,61.5,0
Male,White,Tier 3,Masters,10.8,15.62,86.87,49.85,0
Female,Black,Tier 2,Masters,3.7,7.76,48.65,13.88,0
Female,White,Tier 1,Bachelors,7.9,5.08,54.44,11.08,0
,Black,Tier 1,Masters,11.2,39.55,84.68,1.89,0
Male,Black,Tier 2,Masters,4.2,31.65,86.16,29.09,0
,Black,Tier 2,Bachelors,22.6,69.94,68.51,18.56,1
Male,White,Tier 1,Bachelors,0.5,16.64,76.26,14.86,0
Female,Asian,Tier 3,Bachelors,3.2,21.57,76.16,47.19,0
Female,White,Tier 1,Bachelors,4.6,48.31,76.75,77.36,1
Female,Asian,Tier 1,Bachelors,3.4,46.87,80.41,42.28,1
Male,Asian,Tier 3,Masters,8.7,31.65,87.84,68.14,1
Male,White,Tier 1,PhD,2.1,35.59,97.05,8.11,0
Male,Asian,Tier 1,Masters,7.5,6.46,78.64,38.3,0
Other,White,Tier 3,Bachelors,3.9,38.73,84.47,75.9,1
Male,Black,Tier 2,Masters,1.5,47.61,84.79,97.61,1
Male,White,Tier 3,Bachelors,2.4,14.19,60.72,3.63,0
Female,Black,Tier 1,Masters,,27.07,53.88,68.91,0
,White,Tier 2,Bachelors,2.9,8.44,62.63,67.93,0
Male,White,Tier 1,Bachelors,14.7,29.64,30.13,0.62,0
Male,,Tier 1,Bachelors,1.5,20.12,91.91,54.24,1
,Hispanic,,Bachelors,4.5,42.72,67.28,35.49,0
,Asian,Tier 1,Bachelors,5.3,42.51,81.66,66.37,1
Female,Asian,Tier 2,Masters,4.0,,,25.68,0
Male,Asian,Tier 2,Bachelors,2.6,52.6,56.47,49.16,0
Male,White,Tier 2,Bachelors,3.9,30.8,65.64,,0
Female,Black,Tier 2,Bachelors,0.4,41.3,77.63,15.46,0
Male,Asian,Tier 3,Masters,1.3,,86.64,36.7,0
,White,Tier 2,Bachelors,5.1,36.93,76.36,91.48,1
Male,Asian,Tier 1,Masters,1.3,26.87,87.5,,1
Male,Black,Tier 2,,7.6,25.12,,96.02,1
Male,,Tier 2,Bachelors,0.9,34.82,81.3,39.31,0
Male,Black,Tier 1,Bachelors,9.8,62.8,91.52,4.79,1
Male,,Tier 2,Masters,2.7,12.55,76.92,28.56,0
Female,Black,Tier 3,Bachelors,11.3,18.43,93.18,43.45,0
Other,Asian,Tier 2,Bachelors,1.1,30.01,95.08,3.26,0
Male,,Tier 2,Masters,3.6,14.06,40.67,30.67,0
Male,Asian,Tier 2,Bachelors,2.8,70.82,76.56,62.93,1
,Asian,Tier 1,Bachelors,13.1,17.7,,98.62,1
Male,White,,Masters,1.6,57.14,93.7,18.45,1
Female,White,Tier 3,Bachelors,3.2,24.36,,72.89,0
Male,White,Tier 1,Bachelors,13.4,53.2,,51.15,1
Female,,Tier 2,,3.2,32.05,93.32,93.86,1
Female,White,Tier 1,,,19.33,74.54,36.42,0
Male,White,Tier 1,Masters,1.5,42.96,86.8,9.94,0
Male,Asian,Tier 3,Bachelors,,26.01,26.14,1.07,0
,,Tier 1,Bachelors,2.4,17.23,94.94,40.19,0
Male,Asian,Tier 2,Masters,4.4,,,16.48,0
Male,Asian,Tier 1,,11.5,52.71,93.05,,1
Female,White,Tier 2,Bachelors,7.0,36.7,43.0,63.13,0
Female,Asian,Tier 2,PhD,2.5,11.04,66.33,66.4,0
Male,White,Tier 2,Masters,2.2,8.63,63.2,12.76,0
Other,White,Tier 1,,,28.08,74.11,20.28,0
Female,Asian,,Masters,,9.26,93.06,13.78,0
Female,,Tier 3,Masters,4.4,48.08,56.64,48.31,0
Female,Asian,Tier 3,PhD,0.2,38.04,67.69,34.42,0
Male,Black,Tier 2,Bachelors,8.1,47.9,88.08,68.18,1
Male,Black,Tier 1,Bachelors,3.9,14.33,61.66,2.62,0
Male,Black,Tier 1,Bachelors,7.6,19.59,80.16,44.84,0
Male,Black,Tier 2,Masters,6.2,28.37,90.19,70.88,1
Male,Other,Tier 3,PhD,0.1,22.62,75.86,6.05,0
Male,Other,Tier 3,Bachelors,2.1,36.84,65.92,32.54,0
Male,White,Tier 2,Bachelors,3.2,22.19,83.94,66.95,1
Female,Asian,Tier 1,Masters,8.9,8.03,46.82,1.92,0
Male,,Tier 2,Bachelors,4.0,53.34,,25.01,0
Male,Hispanic,Tier 1,Bachelors,0.0,43.31,87.05,32.79,1
Female,Other,Tier 3,Bachelors,6.9,34.32,,68.45,0
Male,Asian,Tier 1,Bachelors,8.2,28.9,51.31,,0
Female,White,Tier 3,Masters,1.7,69.46,73.74,67.04,1
Female,Black,Tier 1,Bachelors,3.6,,73.47,9.44,0
Male,Asian,Tier 3,Bachelors,0.7,8.97,90.5,59.85,0
,White,Tier 2,PhD,8.2,10.34,,14.54,0
Male,Black,Tier 2,Masters,3.0,54.03,79.04,1.69,0
Female,Asian,Tier 2,Masters,10.3,10.98,77.49,45.71,0
Male,,Tier 3,,4.6,54.59,79.58,26.93,0
Female,Black,Tier 2,Masters,7.9,32.68,70.78,33.94,0
Male,Asian,Tier 2,Masters,1.2,38.22,24.34,54.37,0
Male,Black,Tier 3,Masters,3.0,10.28,74.93,82.73,0
Female,Asian,Tier 2,PhD,12.7,29.77,86.65,73.44,1
Female,Hispanic,Tier 2,Bachelors,3.2,10.55,74.67,0.2,0
Male,White,Tier 2,PhD,2.9,17.88,84.46,6.46,0
Male,White,Tier 1,Bachelors,4.4,13.53,55.65,56.57,0
,White,Tier 2,Bachelors,4.0,9.59,32.03,20.12,0
Male,,Tier 1,Bachelors,7.0,16.83,,,0
Male,Asian,Tier 2,Bachelors,0.9,,81.84,73.61,1
Male,Black,Tier 1,,,,48.79,31.99,0
Male,White,Tier 2,PhD,,9.79,80.76,62.13,0
Female,White,Tier 2,Bachelors,8.8,36.38,83.38,63.87,1
Male,White,Tier 3,Bachelors,1.7,23.69,70.97,86.46,0
Male,,Tier 2,Masters,,10.87,76.64,9.51,0
Male,Black,Tier 2,Masters,0.2,31.5,46.2,67.73,0
Male,Black,Tier 3,Bachelors,12.6,9.31,79.29,98.6,1
Male,White,Tier 3,Bachelors,17.4,10.36,87.96,14.47,0
Female,Other,Tier 2,,1.6,7.17,,12.38,0
Female,White,Tier 2,Bachelors,1.5,30.15,59.15,,0
Male,Asian,Tier 2,Masters,0.9,26.43,86.6,5.09,0
Female,White,Tier 2,Bachelors,2.3,53.06,74.74,57.83,1
Male,Asian,Tier 2,PhD,12.7,23.38,87.42,13.7,0
Female,Black,Tier 1,Masters,0.0,34.53,60.08,30.0,0
Male,White,Tier 2,Bachelors,5.4,45.29,65.41,64.88,1
Male,Hispanic,Tier 1,,0.6,31.07,58.46,83.61,1
Male,,Tier 2,Bachelors,6.3,74.74,43.07,79.96,1
Male,Asian,Tier 1,PhD,2.2,11.03,57.68,73.06,0
,White,Tier 2,Bachelors,3.7,5.88,58.53,42.5,0
Male,Other,Tier 3,,3.9,22.82,97.6,96.26,1
Other,Black,Tier 1,Bachelors,0.3,54.79,61.77,,1
Male,White,Tier 1,,2.5,6.58,78.2,11.01,0
,White,Tier 3,Masters,8.2,27.07,70.56,47.94,0
Male,White,Tier 2,Masters,11.7,31.79,81.98,11.13,0
Male,White,Tier 2,Bachelors,14.1,,64.48,35.83,0
Male,White,,Bachelors,8.3,30.12,58.26,86.61,0
Male,,Tier 3,Bachelors,3.6,13.6,76.14,98.97,0
Male,Hispanic,Tier 3,Masters,6.1,18.07,73.58,28.14,0
Other,Black,Tier 1,Bachelors,0.7,,24.84,16.7,0
Male,White,Tier 2,Bachelors,5.5,25.53,82.13,3.71,0
Female,White,Tier 3,Bachelors,12.7,65.99,86.54,,1
Female,White,Tier 1,Bachelors,2.4,52.44,76.67,72.25,1
Female,Black,Tier 2,Bachelors,2.7,,60.01,6.75,0
Male,White,Tier 3,,3.8,59.44,83.77,81.14,1
Female,Other,Tier 1,Bachelors,,10.8,47.91,28.6,0
Male,Black,Tier 2,Bachelors,3.3,14.39,81.56,30.79,0
Male,White,Tier 2,Masters,8.5,36.14,77.01,67.36,1
Female,Asian,Tier 2,Bachelors,3.5,9.14,29.28,32.06,0
Male,White,Tier 1,Masters,1.5,18.93,53.03,63.48,0
Male,Asian,Tier 2,Bachelors,2.1,33.88,48.8,97.63,1
Female,White,Tier 2,Bachelors,8.3,30.76,68.64,6.14,0
